variety,combination,altitude_m,annotation_method,index,treatment_no,d12,d23,d34,p12_%,p23_%,p34_%
GlenAmple,CONTROL,50,Edges,SIPI2,4,-0.02258,0.00964,-0.0113,-2.404683275,1.051918278,-1.220221994
GlenAmple,KAISHI,30,Bounded,GNDVI,1,0.07518,-0.01445,0.02786,11.27675755,-1.947804238,3.830021817
GlenAmple,KAISHI,30,Bounded,GNDVI,2,0.00424,0.01131,0.03865,0.581131589,1.541184791,5.186798558
GlenAmple,KAISHI,30,Bounded,GNDVI,3,0.01559,0.02081,-0.01012,2.115501784,2.765334584,-1.308607716
GlenAmple,KAISHI,30,Bounded,GNDVI,4,-0.02611,0.01257,-0.00594,-3.355950546,1.671740405,-0.776997728
GlenAmple,KAISHI,30,Bounded,LCI,1,-0.03111,0.04007,0.04601,-10.09864929,14.46826334,14.51323414
GlenAmple,KAISHI,30,Bounded,LCI,2,-0.0486,0.06671,0.00225,-14.71875369,23.69038783,0.645992977
GlenAmple,KAISHI,30,Bounded,LCI,3,-0.05638,0.04624,-0.10121,-13.33866438,12.62349816,-24.53331911
GlenAmple,KAISHI,30,Bounded,LCI,4,0.02528,0.10325,0.01445,8.144041287,30.75745254,3.292014189
GlenAmple,KAISHI,30,Bounded,MCARI,1,0.14475,-0.02055,0.15213,16.49025793,-2.009699367,15.1827711
GlenAmple,KAISHI,30,Bounded,MCARI,2,-0.02722,-0.129,0.32509,-2.799285473,-13.64832395,39.83111382
GlenAmple,KAISHI,30,Bounded,MCARI,3,0.17869,-0.26806,0.09108,18.73667676,-23.67224459,10.5377516
GlenAmple,KAISHI,30,Bounded,MCARI,4,0.24104,-0.22585,-0.0075,26.86128393,-19.83940491,-0.82188088
GlenAmple,KAISHI,30,Bounded,MCARI2,1,0.07283,-0.06263,0.0702,10.17802815,-7.944027773,9.67260572
GlenAmple,KAISHI,30,Bounded,MCARI2,2,0.00404,-0.04494,0.07074,0.533170743,-5.899410715,9.868434819
GlenAmple,KAISHI,30,Bounded,MCARI2,3,0.02855,0.01152,-0.04924,3.495942625,1.362973269,-5.747428306
GlenAmple,KAISHI,30,Bounded,MCARI2,4,0.01056,0.05936,-0.04065,1.314804877,7.294883627,-4.655925395
GlenAmple,KAISHI,30,Bounded,NDRE,1,-0.02694,0.03225,0.03169,-13.15873024,18.13927589,15.08753053
GlenAmple,KAISHI,30,Bounded,NDRE,2,-0.03573,0.04967,-0.00143,-16.37481038,27.22076385,-0.616004928
GlenAmple,KAISHI,30,Bounded,NDRE,3,-0.04808,0.03894,-0.07984,-16.55584671,16.06893051,-28.38543611
GlenAmple,KAISHI,30,Bounded,NDRE,4,0.01941,0.08465,0.01411,9.695740568,38.5471833,4.637618282
GlenAmple,KAISHI,30,Bounded,NDVI,1,0.0214,-0.01136,0.03303,2.573968518,-1.33208099,3.925408912
GlenAmple,KAISHI,30,Bounded,NDVI,2,-0.01722,0.02549,0.01041,-1.99978864,3.02060386,1.197431217
GlenAmple,KAISHI,30,Bounded,NDVI,3,-0.00303,0.00286,-0.01173,-0.340602135,0.322591197,-1.318820684
GlenAmple,KAISHI,30,Bounded,NDVI,4,-0.00674,0.01579,-0.00351,-0.764682991,1.805250203,-0.394177847
GlenAmple,KAISHI,30,Bounded,OSAVI,1,0.04904,-0.03049,0.03446,7.782138215,-4.48909822,5.31207271
GlenAmple,KAISHI,30,Bounded,OSAVI,2,0.00494,-0.01968,0.03916,0.74800771,-2.957792837,6.064914408
GlenAmple,KAISHI,30,Bounded,OSAVI,3,0.01804,0.01022,-0.02358,2.636883333,1.455465186,-3.309933591
GlenAmple,KAISHI,30,Bounded,OSAVI,4,0.00019,0.0274,-0.02032,0.027544176,3.971066289,-2.83248605
GlenAmple,KAISHI,30,Bounded,SIPI2,1,0.04562,-0.00367,0.00058,5.186088732,-0.396636265,0.062933277
GlenAmple,KAISHI,30,Bounded,SIPI2,2,0.01405,-0.00736,0.02179,1.543157333,-0.79608792,2.3758097
GlenAmple,KAISHI,30,Bounded,SIPI2,3,0.01321,0.01266,-0.0005,1.467596774,1.386150105,-0.053996788
GlenAmple,KAISHI,30,Bounded,SIPI2,4,-0.01406,-0.00056,-0.00234,-1.505803125,-0.060892003,-0.254596611
GlenAmple,KAISHI,30,Edges,GNDVI,1,0.07608,-0.01283,0.02767,11.69038908,-1.765099997,3.875127619
GlenAmple,KAISHI,30,Edges,GNDVI,2,0.0046,0.0085,0.04204,0.638267465,1.171927241,5.729073686
GlenAmple,KAISHI,30,Edges,GNDVI,3,0.01137,0.02705,-0.00602,1.545716923,3.621388819,-0.777776773
GlenAmple,KAISHI,30,Edges,GNDVI,4,-0.03234,0.01876,-0.00652,-4.148808019,2.510837691,-0.851262728
GlenAmple,KAISHI,30,Edges,LCI,1,-0.03762,0.03396,0.04743,-12.1362277,12.46874553,15.48375724
GlenAmple,KAISHI,30,Edges,LCI,2,-0.05183,0.071,-0.00779,-15.81142217,25.72734092,-2.245144407
GlenAmple,KAISHI,30,Edges,LCI,3,-0.07031,0.0573,-0.09121,-16.35492823,15.93477034,-21.87862055
GlenAmple,KAISHI,30,Edges,LCI,4,0.01137,0.11301,0.01939,3.576922714,34.32440067,4.384388051
GlenAmple,KAISHI,30,Edges,MCARI,1,0.15737,0.04743,0.1116,20.38099259,5.102683024,11.42341247
GlenAmple,KAISHI,30,Edges,MCARI,2,-0.00987,-0.14905,0.37036,-1.081109501,-16.50461033,49.11734398
GlenAmple,KAISHI,30,Edges,MCARI,3,0.22669,-0.29855,0.06713,25.84684357,-27.04891818,8.337152303
GlenAmple,KAISHI,30,Edges,MCARI,4,0.28053,-0.24621,-0.05066,33.30677783,-21.92839095,-5.779271967
GlenAmple,KAISHI,30,Edges,MCARI2,1,0.09267,-0.03259,0.06064,14.58334317,-4.475904417,8.718518657
GlenAmple,KAISHI,30,Edges,MCARI2,2,0.0191,-0.06216,0.10667,2.689796097,-8.524515525,15.9917605
GlenAmple,KAISHI,30,Edges,MCARI2,3,0.07044,-0.01078,-0.06406,9.202658372,-1.289672689,-7.763992093
GlenAmple,KAISHI,30,Edges,MCARI2,4,0.03956,0.04399,-0.07266,5.141060779,5.437234488,-8.517761749
GlenAmple,KAISHI,30,Edges,NDRE,1,-0.03388,0.02691,0.03255,-16.07279248,15.21103832,15.96989515
GlenAmple,KAISHI,30,Edges,NDRE,2,-0.03901,0.05426,-0.01143,-17.84203329,30.2063675,-4.886891757
GlenAmple,KAISHI,30,Edges,NDRE,3,-0.06077,0.04853,-0.07198,-20.42476246,20.49746369,-25.23037881
GlenAmple,KAISHI,30,Edges,NDRE,4,0.00805,0.09263,0.0199,3.902254582,43.21618356,6.482697063
GlenAmple,KAISHI,30,Edges,NDVI,1,0.0252,-0.0071,0.03551,3.127012549,-0.854309026,4.30956539
GlenAmple,KAISHI,30,Edges,NDVI,2,-0.0157,0.02274,0.01799,-1.851893355,2.732907013,2.104534166
GlenAmple,KAISHI,30,Edges,NDVI,3,-0.00377,0.00446,-0.00974,-0.423290641,0.502891627,-1.092747812
GlenAmple,KAISHI,30,Edges,NDVI,4,-0.00942,0.01785,-0.00572,-1.065163828,2.040114246,-0.640680286
GlenAmple,KAISHI,30,Edges,OSAVI,1,0.06256,-0.01676,0.03211,10.69381601,-2.588133193,5.090272681
GlenAmple,KAISHI,30,Edges,OSAVI,2,0.01281,-0.03051,0.05989,2.014464516,-4.703172908,9.687787629
GlenAmple,KAISHI,30,Edges,OSAVI,3,0.03826,0.00045,-0.03049,5.807255578,0.064553982,-4.371069227
GlenAmple,KAISHI,30,Edges,OSAVI,4,0.01309,0.02144,-0.03593,1.941730291,3.119766134,-5.070053664
GlenAmple,KAISHI,30,Edges,SIPI2,1,0.04553,-0.00505,-0.00106,5.16206714,-0.544450326,-0.11490627
GlenAmple,KAISHI,30,Edges,SIPI2,2,0.01343,-0.00727,0.01951,1.472828346,-0.785707261,2.125246865
GlenAmple,KAISHI,30,Edges,SIPI2,3,0.01069,0.01599,0.00108,1.189679944,1.758590312,0.116726345
GlenAmple,KAISHI,30,Edges,SIPI2,4,-0.01677,0.00267,-0.00151,-1.797637666,0.291446217,-0.164346407
GlenAmple,KAISHI,50,Bounded,GNDVI,1,0.03729,-0.04016,0.07954,5.552238539,-5.665027063,11.89381399
GlenAmple,KAISHI,50,Bounded,GNDVI,2,0.02951,-0.00551,0.04706,4.132063609,-0.740909073,6.375216583
GlenAmple,KAISHI,50,Bounded,GNDVI,3,0.01315,0.01317,-0.00627,1.784645534,1.756021072,-0.821582864
GlenAmple,KAISHI,50,Bounded,GNDVI,4,-0.05413,0.01486,-0.02137,-6.737522887,1.983234594,-2.796604292
GlenAmple,KAISHI,50,Bounded,LCI,1,-0.0556,-0.02568,0.09602,-17.84447704,-10.03199456,41.6932623
GlenAmple,KAISHI,50,Bounded,LCI,2,0.06381,0.02788,-4.00E-05,25.59967263,8.905328184,-0.011731891
GlenAmple,KAISHI,50,Bounded,LCI,3,0.01706,0.04196,-0.0912,5.237128973,12.23998063,-23.70241
GlenAmple,KAISHI,50,Bounded,LCI,4,-0.09684,0.04697,0.07221,-23.28998728,14.72593828,19.7332284
GlenAmple,KAISHI,50,Bounded,MCARI,1,-0.13737,0.26467,0.10408,-14.78366898,33.42506166,9.851386795
GlenAmple,KAISHI,50,Bounded,MCARI,2,0.03435,-0.06543,0.22894,3.714794616,-6.822511473,25.61993552
GlenAmple,KAISHI,50,Bounded,MCARI,3,0.19193,-0.45928,0.16805,19.65386344,-39.30573112,23.69568007
GlenAmple,KAISHI,50,Bounded,MCARI,4,0.09855,-0.2355,-0.02355,9.176481762,-20.08544202,-2.513364589
GlenAmple,KAISHI,50,Bounded,MCARI2,1,-0.02243,0.02693,0.07843,-3.217288155,3.991161053,11.17760318
GlenAmple,KAISHI,50,Bounded,MCARI2,2,-0.10898,0.1181,0.05141,-15.31024387,19.59089695,7.131056925
GlenAmple,KAISHI,50,Bounded,MCARI2,3,0.03007,-0.01429,-0.03738,3.742465597,-1.714352211,-4.562648533
GlenAmple,KAISHI,50,Bounded,MCARI2,4,-0.05135,0.01159,-0.00169,-5.987353683,1.437446282,-0.206631527
GlenAmple,KAISHI,50,Bounded,NDRE,1,-0.04279,-0.01717,0.06663,-20.79193007,-10.53303151,45.68674104
GlenAmple,KAISHI,50,Bounded,NDRE,2,0.04642,0.02135,-0.00319,29.4037537,10.45077855,-1.413750161
GlenAmple,KAISHI,50,Bounded,NDRE,3,0.01294,0.03591,-0.07142,6.14694719,16.07063741,-27.53690802
GlenAmple,KAISHI,50,Bounded,NDRE,4,-0.07509,0.03644,0.0624,-26.65781505,17.63871611,25.67573684
GlenAmple,KAISHI,50,Bounded,NDVI,1,0.00139,-0.01714,0.04407,0.165131969,-2.032874691,5.33534463
GlenAmple,KAISHI,50,Bounded,NDVI,2,0.00734,0.01299,0.01205,0.865656891,1.51885236,1.387863508
GlenAmple,KAISHI,50,Bounded,NDVI,3,-0.0033,-0.00865,-0.0029,-0.371713294,-0.977974654,-0.331114108
GlenAmple,KAISHI,50,Bounded,NDVI,4,-0.02582,0.01035,-0.00179,-2.876684704,1.187279249,-0.202926909
GlenAmple,KAISHI,50,Bounded,OSAVI,1,-0.00024,0.00291,0.04872,-0.038392567,0.465688667,7.760544512
GlenAmple,KAISHI,50,Bounded,OSAVI,2,-0.03974,0.04745,0.03169,-6.202871677,7.896081247,4.887558395
GlenAmple,KAISHI,50,Bounded,OSAVI,3,0.01747,-0.00145,-0.01821,2.567641253,-0.207777767,-2.614835205
GlenAmple,KAISHI,50,Bounded,OSAVI,4,-0.03257,0.00674,-0.0058,-4.522097465,0.980119854,-0.835240225
GlenAmple,KAISHI,50,Bounded,SIPI2,1,0.02852,-0.02096,0.03423,3.247991928,-2.311932151,3.864997217
GlenAmple,KAISHI,50,Bounded,SIPI2,2,0.01763,-0.01192,0.02638,1.942847445,-1.288563673,2.88892953
GlenAmple,KAISHI,50,Bounded,SIPI2,3,0.01141,0.01396,-0.00287,1.265709047,1.52922451,-0.309653975
GlenAmple,KAISHI,50,Bounded,SIPI2,4,-0.02222,0.00429,-0.01415,-2.359384606,0.466532036,-1.531648844
GlenAmple,KAISHI,50,Edges,GNDVI,1,0.04177,-0.04263,0.08261,6.394956298,-6.134333706,12.66420465
GlenAmple,KAISHI,50,Edges,GNDVI,2,0.03367,-0.00401,0.04585,4.811574072,-0.546737911,6.285721336
GlenAmple,KAISHI,50,Edges,GNDVI,3,0.00775,0.0209,0.00043,1.053760838,2.812121995,0.056274546
GlenAmple,KAISHI,50,Edges,GNDVI,4,-0.05918,0.02182,-0.02171,-7.376743687,2.93646233,-2.83831291
GlenAmple,KAISHI,50,Edges,LCI,1,-0.05046,-0.02898,0.09102,-16.61338487,-11.44228909,40.58120923
GlenAmple,KAISHI,50,Edges,LCI,2,0.06448,0.03138,-0.00675,26.82631542,10.29389091,-2.007608091
GlenAmple,KAISHI,50,Edges,LCI,3,0.00176,0.05437,-0.07017,0.527592171,16.21286354,-18.00518833
GlenAmple,KAISHI,50,Edges,LCI,4,-0.10615,0.06058,0.07503,-25.35100938,19.38119659,20.10714161
GlenAmple,KAISHI,50,Edges,MCARI,1,-0.15723,0.25217,0.13349,-17.89447687,34.95462428,13.71109634
GlenAmple,KAISHI,50,Edges,MCARI,2,0.05264,-0.06981,0.23651,6.046258935,-7.561242162,27.71219437
GlenAmple,KAISHI,50,Edges,MCARI,3,0.23144,-0.4787,0.11508,25.65082996,-42.22416471,17.56917059
GlenAmple,KAISHI,50,Edges,MCARI,4,0.14974,-0.27779,-0.05034,14.96485647,-24.1482817,-5.769224157
GlenAmple,KAISHI,50,Edges,MCARI2,1,-0.03137,0.02967,0.09876,-4.833433741,4.803683634,15.25672734
GlenAmple,KAISHI,50,Edges,MCARI2,2,-0.0916,0.1146,0.05875,-13.71399142,19.8844067,8.503019838
GlenAmple,KAISHI,50,Edges,MCARI2,3,0.06481,-0.03421,-0.0746,8.579208425,-4.170725433,-9.490719832
GlenAmple,KAISHI,50,Edges,MCARI2,4,-0.03076,-0.02112,-0.0225,-3.706466193,-2.642837747,-2.891952788
GlenAmple,KAISHI,50,Edges,NDRE,1,-0.03983,-0.01981,0.06196,-19.57527117,-12.10576811,43.07833499
GlenAmple,KAISHI,50,Edges,NDRE,2,0.04601,0.02382,-0.00864,29.96788922,11.93739632,-3.868177524
GlenAmple,KAISHI,50,Edges,NDRE,3,1.00E-04,0.0461,-0.05426,0.045953559,21.17486025,-20.56775495
GlenAmple,KAISHI,50,Edges,NDRE,4,-0.08252,0.04783,0.06646,-29.03374487,23.71331823,26.63396532
GlenAmple,KAISHI,50,Edges,NDVI,1,0.0054,-0.01897,0.05226,0.660864925,-2.306352134,6.503712941
GlenAmple,KAISHI,50,Edges,NDVI,2,0.01554,0.01511,0.01234,1.87814762,1.792512258,1.438126194
GlenAmple,KAISHI,50,Edges,NDVI,3,-0.00486,-0.00638,0.00041,-0.546988692,-0.722012673,0.046736376
GlenAmple,KAISHI,50,Edges,NDVI,4,-0.02734,0.0119,-0.00366,-3.042608764,1.365883445,-0.414434552
GlenAmple,KAISHI,50,Edges,OSAVI,1,-0.00231,0.00434,0.06109,-0.387505221,0.730872281,10.21314016
GlenAmple,KAISHI,50,Edges,OSAVI,2,-0.03058,0.04757,0.03555,-4.959527466,8.117595062,5.610963713
GlenAmple,KAISHI,50,Edges,OSAVI,3,0.03357,-0.00934,-0.03724,5.107637721,-1.352014487,-5.464569078
GlenAmple,KAISHI,50,Edges,OSAVI,4,-0.0236,-0.00689,-0.0163,-3.338279456,-1.008266616,-2.409599371
GlenAmple,KAISHI,50,Edges,SIPI2,1,0.03055,-0.02227,0.0322,3.478623262,-2.450562353,3.632257606
GlenAmple,KAISHI,50,Edges,SIPI2,2,0.01565,-0.01217,0.02562,1.72093192,-1.315617362,2.806530167
GlenAmple,KAISHI,50,Edges,SIPI2,3,0.00852,0.018,-0.00022,0.94663406,1.981176621,-0.023743971
GlenAmple,KAISHI,50,Edges,SIPI2,4,-0.02508,0.00842,-0.01332,-2.666947398,0.919895862,-1.441962628
GlenAmple,KUMA,30,Bounded,GNDVI,1,0.06651,0.00162,0.02327,9.992022607,0.221268854,3.171332355
GlenAmple,KUMA,30,Bounded,GNDVI,2,0.03773,0.00626,0.03972,5.352904373,0.843005679,5.304196752
GlenAmple,KUMA,30,Bounded,GNDVI,3,0.00765,0.02164,-0.0055,1.021592322,2.860613816,-0.706830943
GlenAmple,KUMA,30,Bounded,GNDVI,4,-0.04039,0.01732,-0.01276,-5.053923955,2.28257847,-1.644094724
GlenAmple,KUMA,30,Bounded,LCI,1,0.00228,0.02354,0.02735,0.76363746,7.82447125,8.431183356
GlenAmple,KUMA,30,Bounded,LCI,2,-0.035,0.08752,0.00903,-11.40470069,32.18937,2.512443971
GlenAmple,KUMA,30,Bounded,LCI,3,-0.06114,0.0459,-0.09253,-14.1233215,12.34664206,-22.1543309
GlenAmple,KUMA,30,Bounded,LCI,4,-0.04746,0.10958,0.02439,-12.16109219,31.96606778,5.391473117
GlenAmple,KUMA,30,Bounded,MCARI,1,-0.02872,0.20073,0.02167,-3.069619002,22.13361767,1.956427727
GlenAmple,KUMA,30,Bounded,MCARI,2,0.0677,-0.11552,0.32544,7.521628849,-11.93670817,38.18593349
GlenAmple,KUMA,30,Bounded,MCARI,3,0.20233,-0.26835,0.0559,21.66619728,-23.61859598,6.441346299
GlenAmple,KUMA,30,Bounded,MCARI,4,0.45496,-0.23375,0.03361,66.05580246,-20.43785537,3.693564889
GlenAmple,KUMA,30,Bounded,MCARI2,1,0.01762,0.01189,0.01742,2.382945575,1.570588647,2.265482859
GlenAmple,KUMA,30,Bounded,MCARI2,2,0.05825,-0.03711,0.05818,8.103096426,-4.775379579,7.862151538
GlenAmple,KUMA,30,Bounded,MCARI2,3,0.03235,0.01291,-0.05994,3.963241699,1.521327455,-6.9575432
GlenAmple,KUMA,30,Bounded,MCARI2,4,0.09198,0.05141,-0.02151,12.67272058,6.286447271,-2.474686522
GlenAmple,KUMA,30,Bounded,NDRE,1,-0.00143,0.01901,0.01801,-0.725222004,9.711316928,8.386066371
GlenAmple,KUMA,30,Bounded,NDRE,2,-0.02735,0.06568,0.00503,-13.55295563,37.64954056,2.094689982
GlenAmple,KUMA,30,Bounded,NDRE,3,-0.0519,0.03864,-0.07331,-17.38338229,15.66522474,-25.69566878
GlenAmple,KUMA,30,Bounded,NDRE,4,-0.03647,0.09163,0.02331,-13.95601578,40.75143095,7.365371065
GlenAmple,KUMA,30,Bounded,NDVI,1,0.02865,-0.0104,0.02495,3.448935886,-1.210229699,2.938955711
GlenAmple,KUMA,30,Bounded,NDVI,2,0.0051,0.0242,0.00396,0.602159983,2.840205575,0.451925305
GlenAmple,KUMA,30,Bounded,NDVI,3,-0.00666,0.00371,-0.01051,-0.743427199,0.417233193,-1.177062183
GlenAmple,KUMA,30,Bounded,NDVI,4,-0.02034,0.01256,-0.00203,-2.263997213,1.430408247,-0.227928289
GlenAmple,KUMA,30,Bounded,OSAVI,1,0.02208,0.00677,0.01071,3.45080339,1.022765213,1.601612679
GlenAmple,KUMA,30,Bounded,OSAVI,2,0.03418,-0.01752,0.03419,5.344959428,-2.600714603,5.210770246
GlenAmple,KUMA,30,Bounded,OSAVI,3,0.01893,0.01106,-0.0279,2.762531722,1.570641222,-3.900837631
GlenAmple,KUMA,30,Bounded,OSAVI,4,0.03623,0.02555,-0.01352,5.516130457,3.686703769,-1.881485873
GlenAmple,KUMA,30,Bounded,SIPI2,1,0.0346,0.00762,0.00215,3.934138429,0.833624154,0.233264367
GlenAmple,KUMA,30,Bounded,SIPI2,2,0.02541,-0.01007,0.02601,2.821699883,-1.08755404,2.839950604
GlenAmple,KUMA,30,Bounded,SIPI2,3,0.00958,0.01264,0.00197,1.058457105,1.381917651,0.212442212
GlenAmple,KUMA,30,Bounded,SIPI2,4,-0.0157,0.00444,-0.00781,-1.673201388,0.481237691,-0.842447261
GlenAmple,KUMA,30,Edges,GNDVI,1,0.05811,-0.00048,0.02885,8.897960559,-0.067493367,4.059372366
GlenAmple,KUMA,30,Edges,GNDVI,2,0.03221,-0.00257,0.0493,4.620431747,-0.352377727,6.783523056
GlenAmple,KUMA,30,Edges,GNDVI,3,0.00402,0.02178,0.00289,0.537755952,2.897929803,0.373698359
GlenAmple,KUMA,30,Edges,GNDVI,4,-0.04583,0.02325,-0.01211,-5.726666925,3.081670225,-1.557133691
GlenAmple,KUMA,30,Edges,LCI,1,-0.01281,0.01745,0.02608,-4.14628857,5.892463387,8.316565208
GlenAmple,KUMA,30,Edges,LCI,2,-0.04821,0.08741,0.00081,-15.4212289,33.05838259,0.230230714
GlenAmple,KUMA,30,Edges,LCI,3,-0.07317,0.04757,-0.07454,-16.80519797,13.13250384,-18.18931628
GlenAmple,KUMA,30,Edges,LCI,4,-0.05937,0.12232,0.0293,-15.0639017,36.54059286,6.410382632
GlenAmple,KUMA,30,Edges,MCARI,1,0.03697,0.17536,0.05704,4.827877105,21.84542518,5.83176821
GlenAmple,KUMA,30,Edges,MCARI,2,0.10179,-0.14407,0.38138,12.81859155,-16.08155638,50.72884979
GlenAmple,KUMA,30,Edges,MCARI,3,0.24506,-0.27611,0.00231,27.71698499,-24.45158611,0.270776848
GlenAmple,KUMA,30,Edges,MCARI,4,0.47799,-0.29312,-0.00243,72.78765812,-25.83281116,-0.288749122
GlenAmple,KUMA,30,Edges,MCARI2,1,0.04364,0.01806,0.0397,6.993018199,2.704844007,5.789273366
GlenAmple,KUMA,30,Edges,MCARI2,2,0.08449,-0.06147,0.11108,13.25976042,-8.517613738,16.82492415
GlenAmple,KUMA,30,Edges,MCARI2,3,0.06647,0.0056,-0.09389,8.509347224,0.66068043,-11.00431195
GlenAmple,KUMA,30,Edges,MCARI2,4,0.11831,0.01747,-0.04685,16.97244614,2.14255667,-5.625255898
GlenAmple,KUMA,30,Edges,NDRE,1,-0.01394,0.01411,0.01512,-6.618209096,7.173688679,7.172641496
GlenAmple,KUMA,30,Edges,NDRE,2,-0.03865,0.06771,-0.00496,-18.43364128,39.5916291,-2.077652253
GlenAmple,KUMA,30,Edges,NDRE,3,-0.06225,0.04016,-0.05844,-20.69405707,16.8342688,-20.96720376
GlenAmple,KUMA,30,Edges,NDRE,4,-0.04625,0.10252,0.02885,-17.48773968,46.97989653,8.994796425
GlenAmple,KUMA,30,Edges,NDVI,1,0.02457,-0.01391,0.04047,3.053839299,-1.677660104,4.964298025
GlenAmple,KUMA,30,Edges,NDVI,2,0.00242,0.0118,0.02339,0.290620523,1.412968899,2.761768807
GlenAmple,KUMA,30,Edges,NDVI,3,-0.00776,0.00233,-0.00623,-0.864815708,0.26193284,-0.698531514
GlenAmple,KUMA,30,Edges,NDVI,4,-0.02206,0.01395,-0.00303,-2.449611405,1.587950247,-0.339518243
GlenAmple,KUMA,30,Edges,OSAVI,1,0.03465,0.0116,0.02429,6.001964279,1.895545631,3.895368697
GlenAmple,KUMA,30,Edges,OSAVI,2,0.0501,-0.03289,0.06534,8.430922807,-5.10444004,10.68605661
GlenAmple,KUMA,30,Edges,OSAVI,3,0.03399,0.00769,-0.04233,5.08048207,1.093850682,-5.956007435
GlenAmple,KUMA,30,Edges,OSAVI,4,0.04803,0.01112,-0.02532,7.464669871,1.608189037,-3.603854929
GlenAmple,KUMA,30,Edges,SIPI2,1,0.03092,0.00835,-0.00341,3.48802711,0.910199797,-0.368357547
GlenAmple,KUMA,30,Edges,SIPI2,2,0.02311,-0.00811,0.02086,2.558762405,-0.875544246,2.271907956
GlenAmple,KUMA,30,Edges,SIPI2,3,0.00767,0.01346,0.00518,0.849013893,1.477382114,0.560284079
GlenAmple,KUMA,30,Edges,SIPI2,4,-0.01852,0.00782,-0.00681,-1.974874731,0.850683321,-0.734563647
GlenAmple,KUMA,50,Bounded,GNDVI,1,0.04651,-0.03865,0.07102,6.885361907,-5.353178181,10.39290204
GlenAmple,KUMA,50,Bounded,GNDVI,2,0.02843,-0.0017,0.04889,3.995047995,-0.229710794,6.621422312
GlenAmple,KUMA,50,Bounded,GNDVI,3,0.01181,0.00023,0.00879,1.590634516,0.030492615,1.164992956
GlenAmple,KUMA,50,Bounded,GNDVI,4,-0.04656,0.01498,-0.01755,-5.787222618,1.97632891,-2.270519089
GlenAmple,KUMA,50,Bounded,LCI,1,-0.047,-0.02298,0.0945,-15.21326078,-8.772967958,39.5462021
GlenAmple,KUMA,50,Bounded,LCI,2,0.05699,0.05078,0.00603,24.25096063,17.39094698,1.759191997
GlenAmple,KUMA,50,Bounded,LCI,3,0.01775,0.01015,-0.05381,5.346852587,2.902313559,-14.95258023
GlenAmple,KUMA,50,Bounded,LCI,4,-0.05317,0.0038,0.10744,-13.84415496,1.148414433,32.1012516
GlenAmple,KUMA,50,Bounded,MCARI,1,-0.2483,0.32378,0.1319,-25.44237246,44.49782926,12.54504661
GlenAmple,KUMA,50,Bounded,MCARI,2,0.0399,-0.00687,0.22027,4.526832545,-0.745676541,24.08794006
GlenAmple,KUMA,50,Bounded,MCARI,3,0.17275,-0.56984,0.26335,17.35655847,-48.78554104,44.02292836
GlenAmple,KUMA,50,Bounded,MCARI,4,0.09887,-0.26386,0.00742,9.031524927,-22.10639993,0.798080305
GlenAmple,KUMA,50,Bounded,MCARI2,1,-0.07667,0.06088,0.08816,-10.70614175,9.520518061,12.58815349
GlenAmple,KUMA,50,Bounded,MCARI2,2,-0.10514,0.14479,0.04651,-15.20262699,24.68918972,6.360420162
GlenAmple,KUMA,50,Bounded,MCARI2,3,0.01995,-0.06405,0.00521,2.438931956,-7.643827475,0.673230122
GlenAmple,KUMA,50,Bounded,MCARI2,4,-0.04181,0.00707,0.00483,-4.86745187,0.865190581,0.586000769
GlenAmple,KUMA,50,Bounded,NDRE,1,-0.03607,-0.01558,0.06607,-17.72995611,-9.308661596,43.52695483
GlenAmple,KUMA,50,Bounded,NDRE,2,0.04022,0.03864,0.00189,27.18283872,20.53342261,0.83325618
GlenAmple,KUMA,50,Bounded,NDRE,3,0.01374,0.00963,-0.04078,6.394534395,4.212395729,-17.1171209
GlenAmple,KUMA,50,Bounded,NDRE,4,-0.04027,0.002,0.091,-15.7624246,0.929320527,41.8947475
GlenAmple,KUMA,50,Bounded,NDVI,1,0.00144,-0.01467,0.04291,0.170852757,-1.737593735,5.172365993
GlenAmple,KUMA,50,Bounded,NDVI,2,0.00719,0.01607,0.01061,0.84805637,1.879507983,1.218026797
GlenAmple,KUMA,50,Bounded,NDVI,3,-0.00449,-0.00676,-0.00588,-0.50288346,-0.76095191,-0.66696839
GlenAmple,KUMA,50,Bounded,NDVI,4,-0.01828,0.01119,-0.00378,-2.041589,1.27579378,-0.425536226
GlenAmple,KUMA,50,Bounded,OSAVI,1,-0.02145,0.01779,0.05076,-3.382315143,2.903394801,8.050485234
GlenAmple,KUMA,50,Bounded,OSAVI,2,-0.03861,0.05974,0.02995,-6.113423723,10.0750315,4.58869511
GlenAmple,KUMA,50,Bounded,OSAVI,3,0.01322,-0.027,0.00483,1.924641969,-3.856586407,0.717574331
GlenAmple,KUMA,50,Bounded,OSAVI,4,-0.02803,0.0042,-0.00141,-3.882481187,0.605247496,-0.201967826
GlenAmple,KUMA,50,Bounded,SIPI2,1,0.03518,-0.02067,0.02767,3.994908139,-2.257040558,3.091167661
GlenAmple,KUMA,50,Bounded,SIPI2,2,0.01693,-0.01098,0.02841,1.869270322,-1.190074905,3.11632412
GlenAmple,KUMA,50,Bounded,SIPI2,3,0.01103,0.00379,0.00932,1.221861461,0.414773828,1.015758424
GlenAmple,KUMA,50,Bounded,SIPI2,4,-0.02111,0.00383,-0.01013,-2.236889928,0.415126202,-1.093431746
