variety,combination,altitude_m,annotation_method,index,treatment_no,d12,d23,d34,p12_%,p23_%,p34_%
Husaria,NATURAL,30,Edges,NDRE,1,0.0451,-0.00325,-0.0299,23.77049612,-1.383974007,-12.9112492
Husaria,NATURAL,30,Edges,NDRE,2,-0.0732,0.00692,0.02235,-22.98338101,2.821138974,8.861627764
Husaria,NATURAL,30,Edges,NDRE,3,-0.02225,-0.06784,0.06476,-7.86410821,-26.02414445,33.5820702
Husaria,NATURAL,30,Edges,NDRE,4,0.05456,-0.00995,0.0542,22.73418587,-3.378022821,19.04420575
Husaria,NATURAL,30,Edges,NDVI,1,0.00554,-0.0029,0.02323,0.659122843,-0.342768935,2.755141131
Husaria,NATURAL,30,Edges,NDVI,2,-0.03215,0.00257,-0.00818,-3.579098067,0.296725284,-0.941646684
Husaria,NATURAL,30,Edges,NDVI,3,0.00592,0.01149,-0.00744,0.684416009,1.319338471,-0.843173187
Husaria,NATURAL,30,Edges,NDVI,4,0.01561,-0.00382,0.02019,1.826220122,-0.438888257,2.329899453
Husaria,NATURAL,30,Edges,OSAVI,1,0.028,-0.02995,0.02468,4.426870471,-4.534436738,3.914037088
Husaria,NATURAL,30,Edges,OSAVI,2,-0.02446,-0.00518,0.002,-3.545384839,-0.778419448,0.302905928
Husaria,NATURAL,30,Edges,OSAVI,3,0.01057,-0.00571,0.02712,1.613540921,-0.857806869,4.10945827
Husaria,NATURAL,30,Edges,OSAVI,4,0.03582,-0.01102,0.00243,5.628438226,-1.639317437,0.367507498
Husaria,NATURAL,30,Edges,SIPI2,1,0.01137,0.00069,0.01955,1.260083717,0.075517872,2.138058424
Husaria,NATURAL,30,Edges,SIPI2,2,-0.00405,-0.01189,0.00753,-0.435127815,-1.283032143,0.823111844
Husaria,NATURAL,30,Edges,SIPI2,3,-0.01135,-0.00468,0.01424,-1.218790638,-0.508750398,1.555908354
Husaria,NATURAL,30,Edges,SIPI2,4,-0.0029,0.00346,0.00717,-0.311231931,0.372491202,0.769031931
Husaria,NATURAL,50,Bounded,GNDVI,1,0.00897,-0.00524,0.03106,1.234226462,-0.712207149,4.251876452
Husaria,NATURAL,50,Bounded,GNDVI,2,-0.00892,-0.02385,0.00848,-1.149053641,-3.108014246,1.140519232
Husaria,NATURAL,50,Bounded,GNDVI,3,0.02611,-0.02192,0.00924,3.369723595,-2.736746692,1.186088872
Husaria,NATURAL,50,Bounded,GNDVI,4,-0.00368,-0.03531,0.0204,-0.452165665,-4.358285371,2.632696281
Husaria,NATURAL,50,Bounded,LCI,1,0.02941,-0.02392,-0.03637,9.350726978,-6.954883392,-11.36523432
Husaria,NATURAL,50,Bounded,LCI,2,-0.0452,-0.06934,0.0033,-9.973059501,-16.99422334,0.974368211
Husaria,NATURAL,50,Bounded,LCI,3,0.18491,-0.18657,0.09647,59.78512146,-37.75184591,31.35899828
Husaria,NATURAL,50,Bounded,LCI,4,0.04606,-0.09134,0.05749,10.5933519,-18.99509422,14.75915291
Husaria,NATURAL,50,Bounded,MCARI,1,0.2275,-0.19533,-0.02491,23.8585526,-16.53837915,-2.527032963
Husaria,NATURAL,50,Bounded,MCARI,2,-0.06268,0.19571,-0.16773,-6.604561868,22.08016824,-15.50083128
Husaria,NATURAL,50,Bounded,MCARI,3,0.00934,0.03261,0.25561,1.080004764,3.730476771,28.18934648
Husaria,NATURAL,50,Bounded,MCARI,4,-0.20208,-0.10057,-0.14891,-18.10929562,-11.00555804,-18.31068527
Husaria,NATURAL,50,Bounded,MCARI2,1,0.06487,-0.04218,-0.00452,7.803900386,-4.706953637,-0.529310573
Husaria,NATURAL,50,Bounded,MCARI2,2,-0.07299,-0.05408,0.09885,-7.948460782,-6.397721048,12.49334889
Husaria,NATURAL,50,Bounded,MCARI2,3,0.07102,-0.07888,0.07352,8.516802757,-8.716975669,8.900500108
Husaria,NATURAL,50,Bounded,MCARI2,4,-0.00627,-0.02927,-0.00284,-0.729382724,-3.429966919,-0.344622135
Husaria,NATURAL,50,Bounded,NDRE,1,0.02089,-0.01541,-0.02822,10.33795052,-6.911522643,-13.59665817
Husaria,NATURAL,50,Bounded,NDRE,2,-0.0361,-0.05664,0.00119,-11.50557271,-20.39897573,0.538410377
Husaria,NATURAL,50,Bounded,NDRE,3,0.15193,-0.15446,0.07422,76.5348016,-44.07589295,37.87101811
Husaria,NATURAL,50,Bounded,NDRE,4,0.04073,-0.07541,0.05187,13.70130285,-22.31058488,19.75315224
Husaria,NATURAL,50,Bounded,NDVI,1,0.01151,-0.02156,0.00973,1.30451389,-2.412089086,1.11547902
Husaria,NATURAL,50,Bounded,NDVI,2,-0.01802,-0.00666,0.01478,-1.986986452,-0.74925665,1.675317182
Husaria,NATURAL,50,Bounded,NDVI,3,0.01785,-0.01323,0.00591,1.988833563,-1.445331405,0.655115499
Husaria,NATURAL,50,Bounded,NDVI,4,0.00925,-0.02456,0.01116,1.023285554,-2.689440769,1.255850225
Husaria,NATURAL,50,Bounded,OSAVI,1,0.02925,-0.01608,0.00442,4.235257323,-2.233702515,0.628018431
Husaria,NATURAL,50,Bounded,OSAVI,2,-0.03388,-0.02677,0.04237,-4.585932773,-3.797696414,6.248055317
Husaria,NATURAL,50,Bounded,OSAVI,3,0.03522,-0.03848,0.03591,5.034729916,-5.23707709,5.157400532
Husaria,NATURAL,50,Bounded,OSAVI,4,-0.00824,-0.01488,-0.00142,-1.142633687,-2.087246336,-0.203432275
Husaria,NATURAL,50,Bounded,SIPI2,1,0.00041,0.00792,0.01651,0.045707864,0.88253877,1.823642403
Husaria,NATURAL,50,Bounded,SIPI2,2,0.00371,-0.01299,-0.00214,0.404152201,-1.409381337,-0.235503598
Husaria,NATURAL,50,Bounded,SIPI2,3,0.00801,-0.00735,0.00339,0.869158544,-0.790670306,0.367582877
Husaria,NATURAL,50,Bounded,SIPI2,4,-0.00765,-0.0101,0.00678,-0.809771454,-1.077838049,0.731422358
Husaria,NATURAL,50,Edges,GNDVI,1,0.00579,-0.00386,0.03653,0.813498169,-0.537955851,5.118605072
Husaria,NATURAL,50,Edges,GNDVI,2,-0.02142,-0.02491,0.00255,-2.759203464,-3.299814145,0.34932416
Husaria,NATURAL,50,Edges,GNDVI,3,0.0396,-0.03369,0.00735,5.341743432,-4.314081526,0.983618404
Husaria,NATURAL,50,Edges,GNDVI,4,0.00158,-0.03488,0.0286,0.204891194,-4.513918995,3.876173864
Husaria,NATURAL,50,Edges,LCI,1,0.02356,-0.01733,-0.02918,7.389494748,-5.061464817,-8.976776667
Husaria,NATURAL,50,Edges,LCI,2,-0.05668,-0.0707,-0.00164,-12.19394132,-17.32244494,-0.486010888
Husaria,NATURAL,50,Edges,LCI,3,0.19873,-0.20466,0.09412,68.65993415,-41.92383407,33.19800643
Husaria,NATURAL,50,Edges,LCI,4,0.05166,-0.09232,0.0626,13.01321726,-20.57770021,17.56842847
Husaria,NATURAL,50,Edges,MCARI,1,0.2275,-0.17714,-0.00984,23.85851825,-18.01244826,-1.220403055
Husaria,NATURAL,50,Edges,MCARI,2,-0.05389,0.1602,-0.12832,-6.415697685,20.3795792,-13.56045403
Husaria,NATURAL,50,Edges,MCARI,3,0.00019,0.05327,0.21566,0.025235722,7.073514356,26.74484505
Husaria,NATURAL,50,Edges,MCARI,4,-0.1532,-0.08348,-0.12198,-15.54775912,-10.03183316,-16.29287097
Husaria,NATURAL,50,Edges,MCARI2,1,0.06811,-0.04957,0.00438,9.611761601,-6.38195697,0.602350818
Husaria,NATURAL,50,Edges,MCARI2,2,-0.08372,-0.05313,0.10316,-9.958593093,-7.018855661,14.65692759
Husaria,NATURAL,50,Edges,MCARI2,3,0.06295,-0.05428,0.0713,8.657550223,-6.87035558,9.690383416
Husaria,NATURAL,50,Edges,MCARI2,4,0.00793,-0.02164,0.0033,1.043062843,-2.817007749,0.442032761
Husaria,NATURAL,50,Edges,NDRE,1,0.01703,-0.00953,-0.02453,8.046645026,-4.167559507,-11.19370634
Husaria,NATURAL,50,Edges,NDRE,2,-0.04444,-0.05909,-0.00234,-13.53924523,-20.82166101,-1.041383883
Husaria,NATURAL,50,Edges,NDRE,3,0.1619,-0.16876,0.07192,85.43941401,-48.02627273,39.37995192
Husaria,NATURAL,50,Edges,NDRE,4,0.04314,-0.07513,0.0542,15.76806255,-23.72044416,22.43368198
Husaria,NATURAL,50,Edges,NDVI,1,0.00659,-0.0254,0.01985,0.777231711,-2.972599421,2.39424609
Husaria,NATURAL,50,Edges,NDVI,2,-0.03402,-0.0089,0.01045,-3.790778447,-1.030783361,1.222907336
Husaria,NATURAL,50,Edges,NDVI,3,0.04064,-0.03249,0.00741,4.751710277,-3.626476291,0.858214011
Husaria,NATURAL,50,Edges,NDVI,4,0.0214,-0.0251,0.02019,2.506761814,-2.868273128,2.375319268
Husaria,NATURAL,50,Edges,OSAVI,1,0.03228,-0.02385,0.00868,5.1330082,-3.607345372,1.361993783
Husaria,NATURAL,50,Edges,OSAVI,2,-0.04177,-0.0251,0.04248,-5.944037534,-3.797558367,6.680810441
Husaria,NATURAL,50,Edges,OSAVI,3,0.03481,-0.02813,0.0363,5.42177213,-4.156010703,5.595625855
Husaria,NATURAL,50,Edges,OSAVI,4,0.00061,-0.01418,0.00243,0.091322697,-2.120941531,0.371337625
Husaria,NATURAL,50,Edges,SIPI2,1,0.00132,0.00949,0.01358,0.145409521,1.043888413,1.478351083
Husaria,NATURAL,50,Edges,SIPI2,2,0.00444,-0.01162,-0.004,0.480919726,-1.252599251,-0.436656911
Husaria,NATURAL,50,Edges,SIPI2,3,0.00428,-0.00411,0.0016,0.463775151,-0.443298269,0.173341957
Husaria,NATURAL,50,Edges,SIPI2,4,-0.01109,-0.01023,0.00717,-1.173059612,-1.094936214,0.775914405
Husaria,VALKIRIA,30,Bounded,GNDVI,1,0.02654,-0.00485,0.03751,3.706905823,-0.653197773,5.08506055
Husaria,VALKIRIA,30,Bounded,GNDVI,2,-0.00457,-0.03182,0.02028,-0.576560846,-4.037758498,2.681684807
Husaria,VALKIRIA,30,Bounded,GNDVI,3,-0.02043,0.00208,0.0064,-2.499538142,0.261004541,0.801000249
Husaria,VALKIRIA,30,Bounded,GNDVI,4,6.00E-05,0.00243,0.01468,0.007415821,0.300318486,1.808837428
Husaria,VALKIRIA,30,Bounded,LCI,1,0.06298,-0.02052,-0.04308,21.56177356,-5.779125865,-12.87696046
Husaria,VALKIRIA,30,Bounded,LCI,2,-0.06347,-0.00769,0.05019,-14.32275506,-2.025437813,13.49262462
Husaria,VALKIRIA,30,Bounded,LCI,3,-0.03545,-0.04065,0.04212,-7.87951127,-9.80815585,11.26802764
Husaria,VALKIRIA,30,Bounded,LCI,4,0.05509,0.00551,0.02987,13.50241789,1.18983094,6.374292842
Husaria,VALKIRIA,30,Bounded,MCARI,1,0.25616,-0.25555,-0.01415,24.12595678,-19.39038835,-1.331926417
Husaria,VALKIRIA,30,Bounded,MCARI,2,-0.02352,0.06819,-0.05851,-2.595336119,7.724977654,-6.15304692
Husaria,VALKIRIA,30,Bounded,MCARI,3,-0.01901,0.02151,0.16857,-1.941557188,2.240389292,17.17279044
Husaria,VALKIRIA,30,Bounded,MCARI,4,-0.18777,0.12053,-0.17823,-16.62135929,12.79618991,-16.77536188
Husaria,VALKIRIA,30,Bounded,MCARI2,1,0.0452,-0.06689,0.0206,5.218128147,-7.339169705,2.439252547
Husaria,VALKIRIA,30,Bounded,MCARI2,2,-0.07738,0.00052,0.0215,-8.355550372,0.061269384,2.531702211
Husaria,VALKIRIA,30,Bounded,MCARI2,3,0.00547,-0.01193,0.03637,0.631179822,-1.367960821,4.228229038
Husaria,VALKIRIA,30,Bounded,MCARI2,4,0.0366,-0.02072,-0.02097,4.395915882,-2.383825879,-2.471504624
Husaria,VALKIRIA,30,Bounded,NDRE,1,0.0454,-0.01316,-0.0332,24.38487279,-5.682676904,-15.20000366
Husaria,VALKIRIA,30,Bounded,NDRE,2,-0.05104,-0.00562,0.03976,-16.76460251,-2.21774114,16.04578052
Husaria,VALKIRIA,30,Bounded,NDRE,3,-0.03062,-0.03447,0.03361,-9.827615535,-12.26904336,13.63593948
Husaria,VALKIRIA,30,Bounded,NDRE,4,0.04661,0.00557,0.02823,16.89067987,1.726805162,8.603271254
Husaria,VALKIRIA,30,Bounded,NDVI,1,0.01605,-0.01426,0.00452,1.818942158,-1.587211483,0.511213329
Husaria,VALKIRIA,30,Bounded,NDVI,2,-0.01633,-0.00598,0.01374,-1.785204774,-0.665619633,1.539614827
Husaria,VALKIRIA,30,Bounded,NDVI,3,-0.00282,0.00662,-0.00347,-0.308830922,0.727231982,-0.378440455
Husaria,VALKIRIA,30,Bounded,NDVI,4,0.01837,-0.01144,0.0064,2.043265621,-1.246973854,0.70641658
Husaria,VALKIRIA,30,Bounded,OSAVI,1,0.02555,-0.02948,0.01858,3.642709377,-4.055293961,2.663910041
Husaria,VALKIRIA,30,Bounded,OSAVI,2,-0.0355,-0.00516,0.01126,-4.777985198,-0.7293379,1.603232664
Husaria,VALKIRIA,30,Bounded,OSAVI,3,-0.00172,-0.00757,0.02189,-0.238981494,-1.05431608,3.081228156
Husaria,VALKIRIA,30,Bounded,OSAVI,4,0.00929,-0.00346,-0.00999,1.313369365,-0.482814726,-1.400786067
Husaria,VALKIRIA,30,Bounded,SIPI2,1,0.01107,0.00387,0.02381,1.246213234,0.430305517,2.636091985
Husaria,VALKIRIA,30,Bounded,SIPI2,2,0.00573,-0.01858,0.00667,0.620095644,-1.998320035,0.732000953
Husaria,VALKIRIA,30,Bounded,SIPI2,3,-0.01177,-0.00211,0.00648,-1.250742529,-0.227059706,0.698907741
Husaria,VALKIRIA,30,Bounded,SIPI2,4,-0.01048,0.00829,0.00552,-1.110121277,0.887997678,0.586079964
Husaria,VALKIRIA,30,Edges,GNDVI,1,0.02051,0.0014,0.03983,2.866522898,0.190214548,5.401329788
Husaria,VALKIRIA,30,Edges,GNDVI,2,-0.02192,-0.02887,0.02682,-2.834857889,-3.84261644,3.712413886
Husaria,VALKIRIA,30,Edges,GNDVI,3,-0.02676,0.00175,0.00713,-3.395762403,0.229875696,0.934431235
Husaria,VALKIRIA,30,Edges,GNDVI,4,0.00667,0.0016,0.01879,0.861778261,0.204957145,2.402042311
Husaria,VALKIRIA,30,Edges,LCI,1,0.05485,-0.0113,-0.03903,18.39055024,-3.200217502,-11.41892505
Husaria,VALKIRIA,30,Edges,LCI,2,-0.08666,-0.00364,0.05797,-19.70347028,-1.030691384,16.58555566
Husaria,VALKIRIA,30,Edges,LCI,3,-0.04534,-0.0431,0.04156,-10.62545845,-11.30133125,12.28600737
Husaria,VALKIRIA,30,Edges,LCI,4,0.06696,0.00307,0.03147,18.10018354,0.70267635,7.152744158
Husaria,VALKIRIA,30,Edges,MCARI,1,0.2213,-0.21629,-0.03185,23.1344758,-18.36263595,-3.31221902
Husaria,VALKIRIA,30,Edges,MCARI,2,0.00847,0.06207,-0.05832,1.097205688,7.953297601,-6.922246977
Husaria,VALKIRIA,30,Edges,MCARI,3,-0.00136,0.02941,0.15745,-0.155417737,3.366140133,17.43418029
Husaria,VALKIRIA,30,Edges,MCARI,4,-0.18579,0.11785,-0.15662,-17.55135086,13.50312399,-15.81044426
Husaria,VALKIRIA,30,Edges,MCARI2,1,0.04554,-0.0684,0.02135,5.697478172,-8.096197983,2.749725993
Husaria,VALKIRIA,30,Edges,MCARI2,2,-0.06013,0.01112,0.01647,-7.518120132,1.503371093,2.193686392
Husaria,VALKIRIA,30,Edges,MCARI2,3,0.01833,-0.00794,0.04402,2.368887321,-1.002384767,5.61357153
Husaria,VALKIRIA,30,Edges,MCARI2,4,0.03077,-0.01415,-0.01666,3.9999948,-1.768703572,-2.119940805
Husaria,VALKIRIA,30,Edges,NDRE,1,0.03977,-0.00599,-0.03106,20.55817752,-2.568379348,-13.66890961
Husaria,VALKIRIA,30,Edges,NDRE,2,-0.07047,-0.00304,0.04568,-22.72045808,-1.268299602,19.30268623
Husaria,VALKIRIA,30,Edges,NDRE,3,-0.03852,-0.03616,0.03238,-12.96921663,-13.98888162,14.56387099
Husaria,VALKIRIA,30,Edges,NDRE,4,0.0542,0.00377,0.02824,21.73729952,1.242006846,9.189387949
Husaria,VALKIRIA,30,Edges,NDVI,1,0.00773,-0.00645,0.00799,0.886385554,-0.733111998,0.914856514
Husaria,VALKIRIA,30,Edges,NDVI,2,-0.0297,-0.00589,0.02559,-3.374114295,-0.692508562,3.029689537
Husaria,VALKIRIA,30,Edges,NDVI,3,-0.00784,0.00791,-0.00482,-0.882742718,0.898556289,-0.542663849
Husaria,VALKIRIA,30,Edges,NDVI,4,0.03131,-0.01456,0.01036,3.621239826,-1.625125149,1.175441443
Husaria,VALKIRIA,30,Edges,OSAVI,1,0.02547,-0.03129,0.01927,3.804723713,-4.502799679,2.903809611
Husaria,VALKIRIA,30,Edges,OSAVI,2,-0.03121,0.00092,0.01077,-4.594563958,0.141959754,1.65949913
Husaria,VALKIRIA,30,Edges,OSAVI,3,0.00501,-0.00531,0.0263,0.747169035,-0.786036673,3.924020226
Husaria,VALKIRIA,30,Edges,OSAVI,4,0.00834,-0.00039,-0.00747,1.239667579,-0.05726023,-1.097382002
Husaria,VALKIRIA,30,Edges,SIPI2,1,0.01197,0.0032,0.02283,1.3382361,0.353032939,2.509808923
Husaria,VALKIRIA,30,Edges,SIPI2,2,0.00097,-0.01611,0.00464,0.104211319,-1.728965593,0.506737756
Husaria,VALKIRIA,30,Edges,SIPI2,3,-0.0135,-0.003,0.00822,-1.442306151,-0.3252029,0.893963139
Husaria,VALKIRIA,30,Edges,SIPI2,4,-0.01367,0.00985,0.00614,-1.453279766,1.062612127,0.65541502
Husaria,VALKIRIA,50,Bounded,GNDVI,1,0.01389,-0.00731,0.02636,1.917287473,-0.990044031,3.60581691
Husaria,VALKIRIA,50,Bounded,GNDVI,2,0.00077,-0.03767,0.02347,0.098364718,-4.807477561,3.14653017
Husaria,VALKIRIA,50,Bounded,GNDVI,3,0.02447,-0.01467,-0.0003,3.100093624,-1.802652,-0.037540779
Husaria,VALKIRIA,50,Bounded,GNDVI,4,-0.00425,-0.02943,0.01468,-0.517698592,-3.603566098,1.864692904
Husaria,VALKIRIA,50,Bounded,LCI,1,0.02776,-0.029,-0.03562,8.666306611,-8.33139413,-11.16330963
Husaria,VALKIRIA,50,Bounded,LCI,2,-0.03955,-0.08625,0.0475,-8.474376528,-20.19192276,13.93366403
Husaria,VALKIRIA,50,Bounded,LCI,3,0.15334,-0.10625,0.03781,46.50739587,-21.99560709,10.03447443
Husaria,VALKIRIA,50,Bounded,LCI,4,0.05252,-0.07549,0.02987,11.89874737,-15.28413014,7.138743036
Husaria,VALKIRIA,50,Bounded,MCARI,1,0.26017,-0.22899,-0.01626,27.48914041,-18.94779695,-1.659961145
Husaria,VALKIRIA,50,Bounded,MCARI,2,-0.04636,0.20555,-0.14019,-4.998000153,23.32585499,-12.89980042
Husaria,VALKIRIA,50,Bounded,MCARI,3,-0.0004,0.00968,0.27156,-0.046378909,1.122890376,31.15145439
Husaria,VALKIRIA,50,Bounded,MCARI,4,-0.18178,-0.04366,-0.17823,-16.68684669,-4.810589909,-20.63035856
Husaria,VALKIRIA,50,Bounded,MCARI2,1,0.09339,-0.05473,0.00968,11.50972207,-6.048910743,1.138741808
Husaria,VALKIRIA,50,Bounded,MCARI2,2,-0.06039,-0.06129,0.11544,-6.56119929,-7.126570165,14.45292595
Husaria,VALKIRIA,50,Bounded,MCARI2,3,0.07031,-0.07409,0.06626,8.421660352,-8.185103311,7.972652814
Husaria,VALKIRIA,50,Bounded,MCARI2,4,0.00134,-0.00539,-0.02097,0.157081381,-0.630851322,-2.469932663
Husaria,VALKIRIA,50,Bounded,NDRE,1,0.0202,-0.0188,-0.02827,9.814353249,-8.317811177,-13.64243971
Husaria,VALKIRIA,50,Bounded,NDRE,2,-0.03275,-0.07003,0.03585,-10.07720214,-23.96309895,16.13331473
Husaria,VALKIRIA,50,Bounded,NDRE,3,0.12547,-0.09096,0.03067,58.72111798,-26.82070289,12.3579162
Husaria,VALKIRIA,50,Bounded,NDRE,4,0.04689,-0.06353,0.02823,15.4767288,-18.15864015,9.859218876
Husaria,VALKIRIA,50,Bounded,NDVI,1,0.00934,-0.02511,0.0149,1.053782391,-2.803484762,1.71154003
Husaria,VALKIRIA,50,Bounded,NDVI,2,-0.01157,-0.0148,0.02232,-1.268402525,-1.643347054,2.519753308
Husaria,VALKIRIA,50,Bounded,NDVI,3,0.01867,-0.00451,-0.00392,2.071955795,-0.490350106,-0.428302491
Husaria,VALKIRIA,50,Bounded,NDVI,4,0.01048,-0.02216,0.0064,1.157153094,-2.418815239,0.715890876
Husaria,VALKIRIA,50,Bounded,OSAVI,1,0.04326,-0.02216,0.00847,6.352973312,-3.059923971,1.206482242
Husaria,VALKIRIA,50,Bounded,OSAVI,2,-0.02646,-0.03152,0.05217,-3.580170241,-4.423170566,7.659769399
Husaria,VALKIRIA,50,Bounded,OSAVI,3,0.03388,-0.03771,0.0337,4.822219787,-5.120434076,4.82289113
Husaria,VALKIRIA,50,Bounded,OSAVI,4,-0.00542,-0.00238,-0.00999,-0.753918079,-0.333571131,-1.40484397
Husaria,VALKIRIA,50,Bounded,SIPI2,1,0.00511,0.00841,0.01023,0.572157324,0.936295188,1.128353211
Husaria,VALKIRIA,50,Bounded,SIPI2,2,0.00669,-0.01773,0.00407,0.727655589,-1.914519356,0.44806468
Husaria,VALKIRIA,50,Bounded,SIPI2,3,0.00619,-0.00712,0.00219,0.66600604,-0.761000031,0.235866584
Husaria,VALKIRIA,50,Bounded,SIPI2,4,-0.00867,-0.00725,0.00552,-0.914324523,-0.771628754,0.592070757
Husaria,VALKIRIA,50,Edges,GNDVI,1,0.01495,-0.00234,0.02321,2.081995819,-0.319231226,3.176532256
Husaria,VALKIRIA,50,Edges,GNDVI,2,-0.02901,-0.02667,0.02597,-3.767821171,-3.599525462,3.635925803
Husaria,VALKIRIA,50,Edges,GNDVI,3,0.03804,-0.02529,-0.00124,5.057226157,-3.20033003,-0.162104005
Husaria,VALKIRIA,50,Edges,GNDVI,4,-0.00248,-0.03093,0.01879,-0.313987246,-3.928312426,2.484033573
Husaria,VALKIRIA,50,Edges,LCI,1,0.02832,-0.02443,-0.03653,8.902273034,-7.051705774,-11.34433296
Husaria,VALKIRIA,50,Edges,LCI,2,-0.06564,-0.07654,0.04784,-14.22901253,-19.34435427,14.99070914
Husaria,VALKIRIA,50,Edges,LCI,3,0.1731,-0.12497,0.0371,58.98971173,-26.78649894,10.86157783
Husaria,VALKIRIA,50,Edges,LCI,4,0.0566,-0.07695,0.03147,13.90830837,-16.6001152,8.14017553
Husaria,VALKIRIA,50,Edges,MCARI,1,0.26017,-0.19074,-0.0113,27.48917622,-17.68713413,-1.272994161
Husaria,VALKIRIA,50,Edges,MCARI,2,-0.05593,0.17209,-0.08804,-6.71186042,22.13743502,-9.272629418
Husaria,VALKIRIA,50,Edges,MCARI,3,-0.01939,0.03579,0.24461,-2.45890933,4.653061543,30.38780761
Husaria,VALKIRIA,50,Edges,MCARI,4,-0.1645,-0.04182,-0.15662,-16.14009405,-4.892939168,-19.26727282
Husaria,VALKIRIA,50,Edges,MCARI2,1,0.10055,-0.04931,0.00928,13.57626132,-5.861996407,1.171908051
Husaria,VALKIRIA,50,Edges,MCARI2,2,-0.08671,-0.04742,0.12963,-10.36133838,-6.321393959,18.44660332
Husaria,VALKIRIA,50,Edges,MCARI2,3,0.0567,-0.05437,0.06933,7.486621131,-6.67894272,9.126199023
Husaria,VALKIRIA,50,Edges,MCARI2,4,0.00447,-0.00601,-0.01666,0.564664151,-0.75493882,-2.108644557
Husaria,VALKIRIA,50,Edges,NDRE,1,0.02047,-0.01552,-0.02932,9.883588993,-6.819549962,-13.82621038
Husaria,VALKIRIA,50,Edges,NDRE,2,-0.05077,-0.06406,0.03519,-15.57787249,-23.28260783,16.67132523
Husaria,VALKIRIA,50,Edges,NDRE,3,0.13845,-0.1045,0.02956,72.70349891,-31.77441081,13.17402097
Husaria,VALKIRIA,50,Edges,NDRE,4,0.04847,-0.06289,0.02824,17.39888937,-19.22941682,10.69045014
Husaria,VALKIRIA,50,Edges,NDVI,1,0.00951,-0.02112,0.01171,1.092461784,-2.399942729,1.363370167
Husaria,VALKIRIA,50,Edges,NDVI,2,-0.04722,-0.00157,0.03087,-5.296090964,-0.185935022,3.662742893
Husaria,VALKIRIA,50,Edges,NDVI,3,0.03492,-0.0176,-0.00611,4.021322684,-1.948430794,-0.689856846
Husaria,VALKIRIA,50,Edges,NDVI,4,0.01635,-0.02568,0.01036,1.869423886,-2.882313393,1.197312749
Husaria,VALKIRIA,50,Edges,OSAVI,1,0.04706,-0.02005,0.00743,7.270188058,-2.887546968,1.10186546
Husaria,VALKIRIA,50,Edges,OSAVI,2,-0.04659,-0.02116,0.05907,-6.662081332,-3.241714554,9.352719604
Husaria,VALKIRIA,50,Edges,OSAVI,3,0.02997,-0.02848,0.03461,4.538564166,-4.125676688,5.229431683
Husaria,VALKIRIA,50,Edges,OSAVI,4,-0.00287,-0.00548,-0.00747,-0.417873331,-0.801238703,-1.101021282
Husaria,VALKIRIA,50,Edges,SIPI2,1,0.00588,0.00923,0.0097,0.654656467,1.020948808,1.062093024
Husaria,VALKIRIA,50,Edges,SIPI2,2,0.00718,-0.01787,0.00088,0.778352689,-1.922247405,0.096515463
Husaria,VALKIRIA,50,Edges,SIPI2,3,0.00622,-0.00665,0.00305,0.673874159,-0.715637816,0.330590695
Husaria,VALKIRIA,50,Edges,SIPI2,4,-0.0109,-0.00665,0.00614,-1.152535419,-0.711350914,0.661501781
Polonez,CONTROL,30,Bounded,GNDVI,1,0.01873,-0.00345,0.04491,2.717245441,-0.4872668,6.374001002
Polonez,CONTROL,30,Bounded,GNDVI,2,-0.02497,0.05158,-0.03798,-3.324807163,7.104184141,-4.88406455
Polonez,CONTROL,30,Bounded,GNDVI,3,-0.02637,0.00275,0.0201,-3.425249165,0.369871728,2.693463727
Polonez,CONTROL,30,Bounded,GNDVI,4,-0.03192,0.04404,0.02952,-4.171343965,6.005719343,3.797561173
Polonez,CONTROL,30,Bounded,LCI,1,0.00919,-0.04284,0.03961,3.038810136,-13.74791005,14.73745307
Polonez,CONTROL,30,Bounded,LCI,2,0.0241,9.00E-05,-0.04138,6.89022246,0.024072474,-11.06532499
Polonez,CONTROL,30,Bounded,LCI,3,-0.11557,0.07934,0.04952,-28.33007714,27.13675433,13.32217771
Polonez,CONTROL,30,Bounded,LCI,4,-0.05361,0.07486,0.04815,-15.509864,25.63338709,13.12343112
Polonez,CONTROL,30,Bounded,MCARI,1,0.14956,-0.17486,0.01111,12.80149551,-13.26847065,0.972002649
Polonez,CONTROL,30,Bounded,MCARI,2,0.01513,0.03548,0.07851,1.36788022,3.164407374,6.787406599
Polonez,CONTROL,30,Bounded,MCARI,3,-0.03602,0.10199,-0.09369,-3.951203406,11.64799949,-9.583762535
Polonez,CONTROL,30,Bounded,MCARI,4,0.18867,-0.12213,0.09797,19.46153029,-10.54553022,9.456645859
Polonez,CONTROL,30,Bounded,MCARI2,1,0.00451,-0.06076,0.05268,0.503212864,-6.745482381,6.271495766
Polonez,CONTROL,30,Bounded,MCARI2,2,-0.05163,0.06822,-0.02459,-5.876120054,8.248983387,-2.746777089
Polonez,CONTROL,30,Bounded,MCARI2,3,-0.09829,0.02728,0.00929,-10.73995199,3.339490826,1.100487934
Polonez,CONTROL,30,Bounded,MCARI2,4,-0.03399,0.03408,0.06992,-4.167734452,4.36050417,8.572398886
Polonez,CONTROL,30,Bounded,NDRE,1,0.00579,-0.02867,0.02694,2.989297386,-14.37229611,15.77181797
